SET,DAG,MODEL,K_EDGE,N_FEAT,FEATURE_KEY,N_RUNS,AUROC (Mean ± SD),AUPRC (Mean ± SD),F1-Score (Mean ± SD),Brier (Mean ± SD),ECE (Mean ± SD)
F,PC,RF,10,10,dcdfcb1839ed0107,5,0.900 ± 0.006,0.269 ± 0.005,0.348 ± 0.017,0.01830 ± 0.00007,0.00481 ± 0.00095
F,PC,RF,11,11,b2d9e3ac65acdcce,5,0.897 ± 0.005,0.272 ± 0.006,0.361 ± 0.014,0.01827 ± 0.00006,0.00395 ± 0.00082
F,PC,RF,12,12,3a4f3db67c20c422,5,0.903 ± 0.006,0.264 ± 0.004,0.342 ± 0.011,0.01840 ± 0.00003,0.00428 ± 0.00116
F,PC,RF,13,13,78129d8c0793f97e,5,0.909 ± 0.008,0.269 ± 0.008,0.336 ± 0.024,0.01839 ± 0.00009,0.00472 ± 0.00048
F,PC,RF,14,14,2640d16d5eb10fde,5,0.920 ± 0.002,0.285 ± 0.004,0.345 ± 0.031,0.01820 ± 0.00005,0.00367 ± 0.00042
F,PC,RF,15,15,db530282923044dc,5,0.912 ± 0.005,0.283 ± 0.004,0.328 ± 0.020,0.01826 ± 0.00007,0.00486 ± 0.00036
F,PC,RF,16,16,fe0a618a4400ef48,5,0.912 ± 0.003,0.284 ± 0.007,0.331 ± 0.018,0.01825 ± 0.00010,0.00443 ± 0.00106
F,PC,RF,17,17,8e947346f7ed3fe0,5,0.908 ± 0.006,0.282 ± 0.007,0.323 ± 0.029,0.01826 ± 0.00006,0.00455 ± 0.00079
F,PC,RF,18,18,c83c26238669a20a,5,0.915 ± 0.008,0.290 ± 0.004,0.312 ± 0.008,0.01810 ± 0.00006,0.00475 ± 0.00116
F,PC,RF,19,19,9795ed9fa640803b,5,0.915 ± 0.005,0.292 ± 0.003,0.327 ± 0.015,0.01811 ± 0.00008,0.00428 ± 0.00081
F,PC,RF,20,20,6a70cabfe5104abc,5,0.910 ± 0.007,0.373 ± 0.003,0.392 ± 0.014,0.01689 ± 0.00005,0.00340 ± 0.00040
F,PC,RF,21,21,ac0713d3eecfcacd,5,0.912 ± 0.006,0.372 ± 0.006,0.399 ± 0.010,0.01691 ± 0.00008,0.00325 ± 0.00071
F,PC,RF,22,22,53a85c01fe6d0b7e,5,0.911 ± 0.006,0.373 ± 0.007,0.404 ± 0.011,0.01689 ± 0.00008,0.00390 ± 0.00063
F,PC,RF,23,23,cdc2001fb0e0a04f,5,0.916 ± 0.005,0.381 ± 0.005,0.403 ± 0.013,0.01676 ± 0.00007,0.00381 ± 0.00146
F,PC,RF,24,24,f013b14af9b65489,5,0.915 ± 0.007,0.385 ± 0.003,0.417 ± 0.011,0.01674 ± 0.00004,0.00441 ± 0.00062
F,PC,XGBoost,1,1,2acb74dbd7bd057e,5,0.533 ± 0.002,0.025 ± 0.001,0.048 ± 0.001,0.02186 ± 0.00001,0.00377 ± 0.00032
F,PC,XGBoost,2,2,a5b5b295620f8bed,5,0.685 ± 0.003,0.052 ± 0.001,0.097 ± 0.014,0.02174 ± 0.00002,0.00589 ± 0.00049
F,PC,XGBoost,3,3,5cf90b5edf72667f,5,0.772 ± 0.002,0.076 ± 0.005,0.113 ± 0.018,0.02165 ± 0.00007,0.00918 ± 0.00071
F,PC,XGBoost,4,4,950d85bca05dd77f,5,0.814 ± 0.003,0.112 ± 0.006,0.193 ± 0.014,0.02117 ± 0.00017,0.00928 ± 0.00072
F,PC,XGBoost,5,5,b3389ea9a2d038ca,5,0.891 ± 0.001,0.208 ± 0.004,0.281 ± 0.033,0.01995 ± 0.00012,0.01022 ± 0.00144
F,PC,XGBoost,6,6,46c7802b88378834,5,0.905 ± 0.002,0.266 ± 0.007,0.322 ± 0.018,0.01861 ± 0.00016,0.00858 ± 0.00067
F,PC,XGBoost,7,7,42ad0f30d99576ea,5,0.906 ± 0.001,0.261 ± 0.005,0.329 ± 0.012,0.01873 ± 0.00005,0.01003 ± 0.00040
F,PC,XGBoost,8,8,c2f13db4fa9587a8,5,0.907 ± 0.003,0.242 ± 0.012,0.291 ± 0.016,0.01924 ± 0.00026,0.01168 ± 0.00091
F,PC,XGBoost,9,9,f1dae46cde9d5ed0,5,0.902 ± 0.002,0.282 ± 0.011,0.348 ± 0.015,0.01862 ± 0.00021,0.01118 ± 0.00036
F,PC,XGBoost,10,10,dcdfcb1839ed0107,5,0.901 ± 0.003,0.301 ± 0.009,0.361 ± 0.007,0.01820 ± 0.00018,0.01098 ± 0.00079
F,PC,XGBoost,11,11,b2d9e3ac65acdcce,5,0.902 ± 0.004,0.300 ± 0.009,0.356 ± 0.031,0.01816 ± 0.00016,0.01083 ± 0.00068
F,PC,XGBoost,12,12,3a4f3db67c20c422,5,0.904 ± 0.003,0.291 ± 0.005,0.340 ± 0.017,0.01845 ± 0.00004,0.01115 ± 0.00046
F,PC,XGBoost,13,13,78129d8c0793f97e,5,0.902 ± 0.004,0.301 ± 0.005,0.342 ± 0.020,0.01839 ± 0.00011,0.01194 ± 0.00067
F,PC,XGBoost,14,14,2640d16d5eb10fde,5,0.924 ± 0.002,0.338 ± 0.007,0.367 ± 0.036,0.01780 ± 0.00013,0.01151 ± 0.00079
F,PC,XGBoost,15,15,db530282923044dc,5,0.920 ± 0.005,0.353 ± 0.007,0.350 ± 0.022,0.01766 ± 0.00012,0.01185 ± 0.00053
F,PC,XGBoost,16,16,fe0a618a4400ef48,5,0.919 ± 0.003,0.348 ± 0.004,0.350 ± 0.022,0.01778 ± 0.00013,0.01222 ± 0.00053
F,PC,XGBoost,17,17,8e947346f7ed3fe0,5,0.922 ± 0.004,0.360 ± 0.011,0.381 ± 0.012,0.01752 ± 0.00019,0.01126 ± 0.00012
F,PC,XGBoost,18,18,c83c26238669a20a,5,0.919 ± 0.003,0.362 ± 0.009,0.381 ± 0.017,0.01740 ± 0.00009,0.01207 ± 0.00048
F,PC,XGBoost,19,19,9795ed9fa640803b,5,0.923 ± 0.004,0.370 ± 0.011,0.382 ± 0.012,0.01731 ± 0.00015,0.01147 ± 0.00076
F,PC,XGBoost,20,20,6a70cabfe5104abc,5,0.918 ± 0.003,0.397 ± 0.006,0.412 ± 0.030,0.01686 ± 0.00014,0.01147 ± 0.00011
F,PC,XGBoost,21,21,ac0713d3eecfcacd,5,0.909 ± 0.002,0.399 ± 0.008,0.410 ± 0.008,0.01687 ± 0.00011,0.01154 ± 0.00109
F,PC,XGBoost,22,22,53a85c01fe6d0b7e,5,0.911 ± 0.003,0.396 ± 0.007,0.415 ± 0.016,0.01692 ± 0.00014,0.01149 ± 0.00085
F,PC,XGBoost,23,23,cdc2001fb0e0a04f,5,0.913 ± 0.001,0.406 ± 0.009,0.412 ± 0.014,0.01673 ± 0.00009,0.01159 ± 0.00038
F,PC,XGBoost,24,24,f013b14af9b65489,5,0.915 ± 0.002,0.406 ± 0.006,0.413 ± 0.022,0.01683 ± 0.00012,0.01208 ± 0.00048
O,GES,FFMLP,0,13,d142655db65fda0d,5,0.869 ± 0.003,0.332 ± 0.023,0.380 ± 0.034,0.01977 ± 0.00015,0.00953 ± 0.00108
O,GES,LightGBM,0,13,d142655db65fda0d,5,0.921 ± 0.003,0.446 ± 0.006,0.466 ± 0.015,0.01674 ± 0.00017,0.01578 ± 0.00033
O,GES,Logit,0,13,d142655db65fda0d,5,0.924 ± 0.000,0.255 ± 0.000,0.259 ± 0.000,0.01891 ± 0.00000,0.01137 ± 0.00000
O,GES,RF,0,13,d142655db65fda0d,5,0.926 ± 0.008,0.445 ± 0.005,0.425 ± 0.018,0.01588 ± 0.00008,0.00497 ± 0.00099
O,GES,XGBoost,0,13,d142655db65fda0d,5,0.936 ± 0.003,0.455 ± 0.004,0.443 ± 0.022,0.01609 ± 0.00013,0.01101 ± 0.00048
O,GOLEM,FFMLP,0,13,d142655db65fda0d,5,0.869 ± 0.003,0.332 ± 0.023,0.380 ± 0.034,0.01977 ± 0.00015,0.00953 ± 0.00108
O,GOLEM,LightGBM,0,13,d142655db65fda0d,5,0.921 ± 0.003,0.446 ± 0.006,0.466 ± 0.015,0.01674 ± 0.00017,0.01578 ± 0.00033
O,GOLEM,Logit,0,13,d142655db65fda0d,5,0.924 ± 0.000,0.255 ± 0.000,0.259 ± 0.000,0.01891 ± 0.00000,0.01137 ± 0.00000
O,GOLEM,RF,0,13,d142655db65fda0d,5,0.926 ± 0.008,0.445 ± 0.005,0.425 ± 0.018,0.01588 ± 0.00008,0.00497 ± 0.00099
O,GOLEM,XGBoost,0,13,d142655db65fda0d,5,0.936 ± 0.003,0.455 ± 0.004,0.443 ± 0.022,0.01609 ± 0.00013,0.01101 ± 0.00048
O,NOTEARS,FFMLP,0,13,d142655db65fda0d,5,0.869 ± 0.003,0.332 ± 0.023,0.380 ± 0.034,0.01977 ± 0.00015,0.00953 ± 0.00108
O,NOTEARS,LightGBM,0,13,d142655db65fda0d,5,0.921 ± 0.003,0.446 ± 0.006,0.466 ± 0.015,0.01674 ± 0.00017,0.01578 ± 0.00033
O,NOTEARS,Logit,0,13,d142655db65fda0d,5,0.924 ± 0.000,0.255 ± 0.000,0.259 ± 0.000,0.01891 ± 0.00000,0.01137 ± 0.00000
O,NOTEARS,RF,0,13,d142655db65fda0d,5,0.926 ± 0.008,0.445 ± 0.005,0.425 ± 0.018,0.01588 ± 0.00008,0.00497 ± 0.00099
O,NOTEARS,XGBoost,0,13,d142655db65fda0d,5,0.936 ± 0.003,0.455 ± 0.004,0.443 ± 0.022,0.01609 ± 0.00013,0.01101 ± 0.00048
O,PC,FFMLP,0,13,d142655db65fda0d,5,0.869 ± 0.003,0.332 ± 0.023,0.380 ± 0.034,0.01977 ± 0.00015,0.00953 ± 0.00108
O,PC,LightGBM,0,13,d142655db65fda0d,5,0.921 ± 0.003,0.446 ± 0.006,0.466 ± 0.015,0.01674 ± 0.00017,0.01578 ± 0.00033
O,PC,Logit,0,13,d142655db65fda0d,5,0.924 ± 0.000,0.255 ± 0.000,0.259 ± 0.000,0.01891 ± 0.00000,0.01137 ± 0.00000
O,PC,RF,0,13,d142655db65fda0d,5,0.926 ± 0.008,0.445 ± 0.005,0.425 ± 0.018,0.01588 ± 0.00008,0.00497 ± 0.00099
O,PC,XGBoost,0,13,d142655db65fda0d,5,0.936 ± 0.003,0.455 ± 0.004,0.443 ± 0.022,0.01609 ± 0.00013,0.01101 ± 0.00048
OF,GES,FFMLP,1,14,daa9910e8071bea2,5,0.861 ± 0.010,0.236 ± 0.022,0.330 ± 0.023,0.01998 ± 0.00026,0.00797 ± 0.00084
OF,GES,FFMLP,2,15,94a6f15dee14fabd,5,0.871 ± 0.013,0.254 ± 0.015,0.325 ± 0.013,0.01969 ± 0.00021,0.00902 ± 0.00141
OF,GES,FFMLP,3,16,074ddd55b1ae863a,5,0.869 ± 0.007,0.249 ± 0.032,0.316 ± 0.022,0.01978 ± 0.00020,0.00911 ± 0.00079
OF,GES,FFMLP,4,17,ddad07b04d5a43ea,5,0.872 ± 0.011,0.284 ± 0.034,0.359 ± 0.046,0.01965 ± 0.00018,0.00900 ± 0.00101
OF,GES,FFMLP,5,18,ae5e4415360a9a1b,5,0.871 ± 0.013,0.225 ± 0.013,0.335 ± 0.018,0.01991 ± 0.00038,0.00847 ± 0.00082
OF,GES,FFMLP,6,19,ce6ce007ddb29321,5,0.873 ± 0.009,0.235 ± 0.005,0.344 ± 0.018,0.01979 ± 0.00018,0.00933 ± 0.00113
OF,GES,FFMLP,7,20,21dc070e2e7bdef2,5,0.878 ± 0.008,0.263 ± 0.005,0.368 ± 0.022,0.01967 ± 0.00022,0.00973 ± 0.00077
OF,GES,FFMLP,8,21,0a51d1df36fd1f1a,5,0.878 ± 0.005,0.270 ± 0.027,0.364 ± 0.016,0.01952 ± 0.00027,0.00956 ± 0.00110
OF,GES,FFMLP,9,22,50839a69584b8c59,5,0.880 ± 0.011,0.265 ± 0.018,0.381 ± 0.022,0.01954 ± 0.00033,0.00917 ± 0.00102
OF,GES,FFMLP,10,23,45d462aac5c1d505,5,0.878 ± 0.008,0.260 ± 0.014,0.374 ± 0.022,0.01953 ± 0.00013,0.00961 ± 0.00179
OF,GES,FFMLP,11,24,96b3c98edb6bf132,5,0.875 ± 0.006,0.253 ± 0.017,0.366 ± 0.035,0.01974 ± 0.00023,0.00934 ± 0.00121
OF,GES,FFMLP,12,25,169f448468e9c4da,5,0.887 ± 0.007,0.252 ± 0.011,0.359 ± 0.026,0.01967 ± 0.00047,0.00966 ± 0.00100
OF,GES,FFMLP,13,26,2c764abfb8fe9cff,5,0.886 ± 0.010,0.246 ± 0.005,0.367 ± 0.012,0.01957 ± 0.00047,0.00997 ± 0.00090
OF,GES,FFMLP,14,27,840d63bf7908ab2c,5,0.884 ± 0.006,0.253 ± 0.020,0.367 ± 0.027,0.01953 ± 0.00022,0.00980 ± 0.00106
OF,GES,FFMLP,15,28,ba79a71676c6c3c9,5,0.876 ± 0.006,0.244 ± 0.017,0.359 ± 0.035,0.01970 ± 0.00022,0.00911 ± 0.00118
OF,GES,FFMLP,16,29,fe323861148b30cc,5,0.886 ± 0.005,0.250 ± 0.020,0.376 ± 0.009,0.01953 ± 0.00023,0.00934 ± 0.00132
OF,GES,FFMLP,17,30,261681e890b8b726,5,0.887 ± 0.007,0.259 ± 0.013,0.376 ± 0.024,0.01955 ± 0.00024,0.00889 ± 0.00090
OF,GES,FFMLP,18,31,0c1af224819db96e,5,0.889 ± 0.008,0.258 ± 0.011,0.354 ± 0.032,0.01932 ± 0.00030,0.00837 ± 0.00086
OF,GES,FFMLP,19,32,c9c1abdc21450643,5,0.888 ± 0.011,0.250 ± 0.007,0.360 ± 0.025,0.01947 ± 0.00043,0.00896 ± 0.00117
OF,GES,FFMLP,20,33,e28ed0ae4fdd67ed,5,0.892 ± 0.004,0.255 ± 0.013,0.372 ± 0.009,0.01949 ± 0.00030,0.00898 ± 0.00108
OF,GES,FFMLP,21,34,b6f5c3753592fbac,5,0.892 ± 0.014,0.257 ± 0.016,0.371 ± 0.012,0.01929 ± 0.00035,0.00821 ± 0.00120
OF,GES,FFMLP,22,35,62c0349a1ac0df37,5,0.884 ± 0.010,0.252 ± 0.017,0.375 ± 0.019,0.01943 ± 0.00032,0.00853 ± 0.00110
OF,GES,FFMLP,23,36,d832fe6ef0aac2d6,5,0.889 ± 0.009,0.259 ± 0.010,0.383 ± 0.024,0.01935 ± 0.00025,0.00834 ± 0.00091
OF,GES,FFMLP,24,37,b5832dd67cdef271,5,0.888 ± 0.008,0.257 ± 0.008,0.372 ± 0.022,0.01926 ± 0.00017,0.00836 ± 0.00137
OF,GES,FFMLP,25,38,194007dcdcd65c9b,5,0.890 ± 0.008,0.261 ± 0.010,0.370 ± 0.026,0.01935 ± 0.00018,0.00858 ± 0.00120
OF,GES,FFMLP,26,39,6be7cf554753353e,5,0.895 ± 0.010,0.258 ± 0.014,0.362 ± 0.012,0.01921 ± 0.00051,0.00862 ± 0.00066
OF,GES,FFMLP,27,40,b5fbcc1d3922e9e2,5,0.889 ± 0.009,0.260 ± 0.010,0.379 ± 0.015,0.01920 ± 0.00035,0.00891 ± 0.00165
OF,GES,FFMLP,28,41,07b11b13c21a88e8,5,0.894 ± 0.005,0.258 ± 0.019,0.376 ± 0.018,0.01926 ± 0.00021,0.00867 ± 0.00045
OF,GES,FFMLP,29,42,3e834183c2b917ff,5,0.888 ± 0.011,0.270 ± 0.021,0.363 ± 0.018,0.01899 ± 0.00032,0.00829 ± 0.00088
OF,GES,FFMLP,30,43,18e3a83b1f31caef,5,0.883 ± 0.011,0.259 ± 0.010,0.378 ± 0.024,0.01930 ± 0.00018,0.00898 ± 0.00142
OF,GES,FFMLP,31,44,9085e09d1c8276c3,5,0.892 ± 0.007,0.263 ± 0.011,0.380 ± 0.016,0.01924 ± 0.00031,0.00848 ± 0.00082
OF,GES,FFMLP,32,45,e759bc3ca9235cbe,5,0.890 ± 0.009,0.269 ± 0.012,0.388 ± 0.018,0.01913 ± 0.00029,0.00882 ± 0.00057
OF,GES,FFMLP,33,46,45302385731be391,5,0.888 ± 0.006,0.258 ± 0.017,0.372 ± 0.021,0.01932 ± 0.00025,0.00834 ± 0.00163
OF,GES,FFMLP,34,47,084da68000a6f7f1,5,0.889 ± 0.007,0.263 ± 0.015,0.379 ± 0.019,0.01932 ± 0.00022,0.00840 ± 0.00073
OF,GES,FFMLP,35,48,7cbbb70fa5e09b6e,5,0.890 ± 0.008,0.261 ± 0.009,0.374 ± 0.016,0.01917 ± 0.00020,0.00833 ± 0.00075
OF,GES,LightGBM,1,14,daa9910e8071bea2,5,0.923 ± 0.002,0.458 ± 0.007,0.463 ± 0.010,0.01662 ± 0.00017,0.01657 ± 0.00052
OF,GES,LightGBM,2,15,94a6f15dee14fabd,5,0.925 ± 0.002,0.450 ± 0.005,0.479 ± 0.014,0.01652 ± 0.00012,0.01601 ± 0.00060
OF,GES,LightGBM,3,16,074ddd55b1ae863a,5,0.929 ± 0.001,0.447 ± 0.005,0.472 ± 0.016,0.01648 ± 0.00013,0.01606 ± 0.00025
OF,GES,LightGBM,4,17,ddad07b04d5a43ea,5,0.925 ± 0.002,0.446 ± 0.005,0.468 ± 0.017,0.01635 ± 0.00015,0.01572 ± 0.00054
OF,GES,LightGBM,5,18,ae5e4415360a9a1b,5,0.930 ± 0.001,0.441 ± 0.006,0.450 ± 0.010,0.01644 ± 0.00009,0.01618 ± 0.00038
OF,GES,LightGBM,6,19,ce6ce007ddb29321,5,0.931 ± 0.002,0.453 ± 0.006,0.473 ± 0.013,0.01629 ± 0.00011,0.01587 ± 0.00042
OF,GES,LightGBM,7,20,21dc070e2e7bdef2,5,0.938 ± 0.001,0.466 ± 0.004,0.474 ± 0.011,0.01648 ± 0.00005,0.01619 ± 0.00013
OF,GES,LightGBM,8,21,0a51d1df36fd1f1a,5,0.934 ± 0.002,0.463 ± 0.002,0.477 ± 0.020,0.01637 ± 0.00013,0.01607 ± 0.00037
OF,GES,LightGBM,9,22,50839a69584b8c59,5,0.932 ± 0.002,0.471 ± 0.004,0.476 ± 0.014,0.01641 ± 0.00021,0.01590 ± 0.00036
OF,GES,LightGBM,10,23,45d462aac5c1d505,5,0.937 ± 0.003,0.471 ± 0.011,0.477 ± 0.024,0.01654 ± 0.00017,0.01648 ± 0.00054
OF,GES,LightGBM,11,24,96b3c98edb6bf132,5,0.936 ± 0.002,0.473 ± 0.006,0.485 ± 0.012,0.01674 ± 0.00021,0.01662 ± 0.00023
OF,GES,LightGBM,12,25,169f448468e9c4da,5,0.935 ± 0.002,0.469 ± 0.010,0.477 ± 0.018,0.01643 ± 0.00017,0.01610 ± 0.00055
OF,GES,LightGBM,13,26,2c764abfb8fe9cff,5,0.935 ± 0.002,0.467 ± 0.008,0.474 ± 0.014,0.01666 ± 0.00006,0.01657 ± 0.00020
OF,GES,LightGBM,14,27,840d63bf7908ab2c,5,0.936 ± 0.002,0.467 ± 0.006,0.484 ± 0.009,0.01669 ± 0.00020,0.01659 ± 0.00055
OF,GES,LightGBM,15,28,ba79a71676c6c3c9,5,0.937 ± 0.001,0.465 ± 0.003,0.467 ± 0.009,0.01671 ± 0.00011,0.01653 ± 0.00018
OF,GES,LightGBM,16,29,fe323861148b30cc,5,0.935 ± 0.001,0.470 ± 0.006,0.460 ± 0.023,0.01696 ± 0.00019,0.01665 ± 0.00022
OF,GES,LightGBM,17,30,261681e890b8b726,5,0.935 ± 0.001,0.466 ± 0.004,0.475 ± 0.030,0.01699 ± 0.00004,0.01676 ± 0.00024
OF,GES,LightGBM,18,31,0c1af224819db96e,5,0.933 ± 0.003,0.472 ± 0.005,0.498 ± 0.012,0.01674 ± 0.00024,0.01699 ± 0.00027
OF,GES,LightGBM,19,32,c9c1abdc21450643,5,0.930 ± 0.002,0.478 ± 0.005,0.484 ± 0.048,0.01675 ± 0.00024,0.01663 ± 0.00051
OF,GES,LightGBM,20,33,e28ed0ae4fdd67ed,5,0.929 ± 0.003,0.471 ± 0.002,0.491 ± 0.007,0.01653 ± 0.00004,0.01640 ± 0.00038
OF,GES,LightGBM,21,34,b6f5c3753592fbac,5,0.924 ± 0.001,0.471 ± 0.005,0.486 ± 0.019,0.01651 ± 0.00018,0.01624 ± 0.00017
OF,GES,LightGBM,22,35,62c0349a1ac0df37,5,0.924 ± 0.002,0.470 ± 0.003,0.503 ± 0.013,0.01650 ± 0.00014,0.01625 ± 0.00036
OF,GES,LightGBM,23,36,d832fe6ef0aac2d6,5,0.921 ± 0.003,0.465 ± 0.005,0.461 ± 0.052,0.01700 ± 0.00009,0.01699 ± 0.00029
OF,GES,LightGBM,24,37,b5832dd67cdef271,5,0.925 ± 0.003,0.469 ± 0.002,0.466 ± 0.054,0.01693 ± 0.00017,0.01661 ± 0.00014
OF,GES,LightGBM,25,38,194007dcdcd65c9b,5,0.924 ± 0.003,0.466 ± 0.003,0.470 ± 0.051,0.01700 ± 0.00013,0.01690 ± 0.00021
OF,GES,LightGBM,26,39,6be7cf554753353e,5,0.925 ± 0.001,0.470 ± 0.006,0.472 ± 0.036,0.01707 ± 0.00014,0.01702 ± 0.00034
OF,GES,LightGBM,27,40,b5fbcc1d3922e9e2,5,0.927 ± 0.002,0.476 ± 0.004,0.465 ± 0.025,0.01696 ± 0.00015,0.01698 ± 0.00019
OF,GES,LightGBM,28,41,07b11b13c21a88e8,5,0.925 ± 0.002,0.482 ± 0.006,0.486 ± 0.019,0.01664 ± 0.00006,0.01643 ± 0.00018
OF,GES,LightGBM,29,42,3e834183c2b917ff,5,0.927 ± 0.002,0.480 ± 0.004,0.447 ± 0.067,0.01661 ± 0.00012,0.01667 ± 0.00040
OF,GES,LightGBM,30,43,18e3a83b1f31caef,5,0.931 ± 0.003,0.486 ± 0.006,0.472 ± 0.027,0.01655 ± 0.00013,0.01632 ± 0.00032
OF,GES,LightGBM,31,44,9085e09d1c8276c3,5,0.928 ± 0.002,0.483 ± 0.002,0.479 ± 0.036,0.01659 ± 0.00017,0.01602 ± 0.00030
OF,GES,LightGBM,32,45,e759bc3ca9235cbe,5,0.930 ± 0.001,0.485 ± 0.002,0.480 ± 0.025,0.01660 ± 0.00009,0.01635 ± 0.00046
OF,GES,LightGBM,33,46,45302385731be391,5,0.929 ± 0.001,0.487 ± 0.007,0.469 ± 0.039,0.01672 ± 0.00019,0.01649 ± 0.00045
OF,GES,LightGBM,34,47,084da68000a6f7f1,5,0.933 ± 0.001,0.491 ± 0.003,0.479 ± 0.017,0.01658 ± 0.00014,0.01632 ± 0.00036
OF,GES,LightGBM,35,48,7cbbb70fa5e09b6e,5,0.931 ± 0.000,0.488 ± 0.005,0.476 ± 0.008,0.01641 ± 0.00011,0.01626 ± 0.00028
OF,GES,Logit,1,14,daa9910e8071bea2,5,0.924 ± 0.000,0.259 ± 0.000,0.273 ± 0.000,0.01887 ± 0.00000,0.01172 ± 0.00000
OF,GES,Logit,2,15,94a6f15dee14fabd,5,0.923 ± 0.000,0.256 ± 0.000,0.267 ± 0.000,0.01898 ± 0.00000,0.01099 ± 0.00000
OF,GES,Logit,3,16,074ddd55b1ae863a,5,0.923 ± 0.000,0.255 ± 0.000,0.352 ± 0.000,0.01897 ± 0.00000,0.01080 ± 0.00000
OF,GES,Logit,4,17,ddad07b04d5a43ea,5,0.921 ± 0.000,0.247 ± 0.000,0.284 ± 0.000,0.01957 ± 0.00000,0.01085 ± 0.00000
OF,GES,Logit,5,18,ae5e4415360a9a1b,5,0.922 ± 0.000,0.242 ± 0.000,0.390 ± 0.000,0.01979 ± 0.00000,0.01209 ± 0.00000
OF,GES,Logit,6,19,ce6ce007ddb29321,5,0.920 ± 0.000,0.244 ± 0.000,0.314 ± 0.000,0.01962 ± 0.00000,0.01227 ± 0.00000
OF,GES,Logit,7,20,21dc070e2e7bdef2,5,0.921 ± 0.000,0.252 ± 0.000,0.382 ± 0.000,0.01983 ± 0.00000,0.01331 ± 0.00000
OF,GES,Logit,8,21,0a51d1df36fd1f1a,5,0.921 ± 0.000,0.252 ± 0.000,0.384 ± 0.000,0.01984 ± 0.00000,0.01332 ± 0.00000
OF,GES,Logit,9,22,50839a69584b8c59,5,0.921 ± 0.000,0.251 ± 0.000,0.382 ± 0.000,0.01985 ± 0.00000,0.01325 ± 0.00000
OF,GES,Logit,10,23,45d462aac5c1d505,5,0.918 ± 0.000,0.249 ± 0.000,0.376 ± 0.000,0.01955 ± 0.00000,0.01194 ± 0.00000
OF,GES,Logit,11,24,96b3c98edb6bf132,5,0.920 ± 0.000,0.252 ± 0.000,0.389 ± 0.000,0.01934 ± 0.00000,0.01114 ± 0.00000
OF,GES,Logit,12,25,169f448468e9c4da,5,0.919 ± 0.000,0.251 ± 0.000,0.380 ± 0.000,0.01948 ± 0.00000,0.01147 ± 0.00000
OF,GES,Logit,13,26,2c764abfb8fe9cff,5,0.917 ± 0.000,0.239 ± 0.000,0.312 ± 0.000,0.01952 ± 0.00000,0.01030 ± 0.00000
OF,GES,Logit,14,27,840d63bf7908ab2c,5,0.917 ± 0.000,0.239 ± 0.000,0.312 ± 0.000,0.01956 ± 0.00000,0.01061 ± 0.00000
OF,GES,Logit,15,28,ba79a71676c6c3c9,5,0.919 ± 0.000,0.242 ± 0.000,0.364 ± 0.000,0.01938 ± 0.00000,0.01010 ± 0.00000
OF,GES,Logit,16,29,fe323861148b30cc,5,0.918 ± 0.000,0.244 ± 0.000,0.327 ± 0.000,0.01972 ± 0.00000,0.00999 ± 0.00000
OF,GES,Logit,17,30,261681e890b8b726,5,0.920 ± 0.000,0.249 ± 0.000,0.386 ± 0.000,0.01970 ± 0.00000,0.01017 ± 0.00000
OF,GES,Logit,18,31,0c1af224819db96e,5,0.921 ± 0.000,0.255 ± 0.000,0.310 ± 0.000,0.01936 ± 0.00000,0.00988 ± 0.00000
OF,GES,Logit,19,32,c9c1abdc21450643,5,0.920 ± 0.000,0.250 ± 0.000,0.377 ± 0.000,0.01958 ± 0.00000,0.01024 ± 0.00000
OF,GES,Logit,20,33,e28ed0ae4fdd67ed,5,0.920 ± 0.000,0.242 ± 0.000,0.364 ± 0.000,0.01980 ± 0.00000,0.01019 ± 0.00000
OF,GES,Logit,21,34,b6f5c3753592fbac,5,0.919 ± 0.000,0.241 ± 0.000,0.368 ± 0.000,0.01987 ± 0.00000,0.01042 ± 0.00000
OF,GES,Logit,22,35,62c0349a1ac0df37,5,0.919 ± 0.000,0.242 ± 0.000,0.354 ± 0.000,0.01982 ± 0.00000,0.01041 ± 0.00000
OF,GES,Logit,23,36,d832fe6ef0aac2d6,5,0.920 ± 0.000,0.247 ± 0.000,0.345 ± 0.000,0.01981 ± 0.00000,0.01029 ± 0.00000
OF,GES,Logit,24,37,b5832dd67cdef271,5,0.921 ± 0.000,0.246 ± 0.000,0.349 ± 0.000,0.01986 ± 0.00000,0.01072 ± 0.00000
OF,GES,Logit,25,38,194007dcdcd65c9b,5,0.920 ± 0.000,0.241 ± 0.000,0.276 ± 0.000,0.01994 ± 0.00000,0.01076 ± 0.00000
OF,GES,Logit,26,39,6be7cf554753353e,5,0.919 ± 0.000,0.246 ± 0.000,0.306 ± 0.000,0.01984 ± 0.00000,0.01084 ± 0.00000
OF,GES,Logit,27,40,b5fbcc1d3922e9e2,5,0.920 ± 0.000,0.246 ± 0.000,0.284 ± 0.000,0.01982 ± 0.00000,0.01066 ± 0.00000
OF,GES,Logit,28,41,07b11b13c21a88e8,5,0.919 ± 0.000,0.246 ± 0.000,0.306 ± 0.000,0.01984 ± 0.00000,0.01080 ± 0.00000
OF,GES,Logit,29,42,3e834183c2b917ff,5,0.920 ± 0.000,0.246 ± 0.000,0.348 ± 0.000,0.01982 ± 0.00000,0.01078 ± 0.00000
